id,title,description,category,type,collection,is_new,subtype,manufacturer,catalog_id,finishes,position,sizes,thickness,material,shape,cut,diameter,length,width,height,source
941,Litos Beige,"Lithos aduce o viziune modernă asupra puterii și frumuseții expresive a pietrei Portland. Tonuri delicate de culoare, efecte ninsori și atingeri subtile de lumină înconjoară plăcile din noua colecție Lithos, îmbogățindu-le cu detalii grafice distinctive pentru a crea suprafețe simple și sofisticate care pot adapta la toate tipurile de aplicații și spații de viață.",ceramice,Stone Effect,Lithos,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11, Naturale R10 A+B PTV>36, Satinat",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm, 90 x 90 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
942,Lithos Bianco,"Lithos aduce o viziune modernă asupra puterii și frumuseții expresive a pietrei Portland. Tonuri delicate de culoare, efecte ninsori și atingeri subtile de lumină înconjoară plăcile din noua colecție Lithos, îmbogățindu-le cu detalii grafice distinctive pentru a crea suprafețe simple și sofisticate care pot adapta la toate tipurile de aplicații și spații de viață.",ceramice,Stone Effect,Lithos,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11, Naturale R10 A+B PTV>36, Satinat",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm, 90 x 90 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
943,Lithos Nero,"Lithos aduce o viziune modernă asupra puterii și frumuseții expresive a pietrei Portland. Tonuri delicate de culoare, efecte ninsori și atingeri subtile de lumină înconjoară plăcile din noua colecție Lithos, îmbogățindu-le cu detalii grafice distinctive pentru a crea suprafețe simple și sofisticate care pot adapta la toate tipurile de aplicații și spații de viață.",ceramice,Stone Effect,Lithos,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11, Naturale R10 A+B PTV>36, Satinat",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm, 90 x 90 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
944,Aventino Vein,"Patrimoniul italian de valoare prețioasă, plin de farmec și istorie, vine la viață în plăcile de porțelan stucos din noua colecție Pietra Tiburtina, atingând perfectul echilibru între design, meșteșug, creativitate și inovație.

Fragmente de piatră izvorăsc din peșterile anticilor Tibur pentru a ne duce pe o călătorie prin istorie. Românii antici au folosit travertinul – sau lapis tiburtinus, cum îl numeau ei – ca material decorativ și constructiv. Secole mai târziu, această piatră naturală a păstrat potențialul nelimitat, inspirând artiști și arhitecți de toate epocile.

Colecția Pietra Tiburtina a Casalgrande Padana vine în două variante: una cu secțiuni longitudinale de calcar, care evidențiază straturile de piatră, și alta cu secțiuni transversale, cu finisaj vechi disponibil, care subliniază efectele subtile și dă plăcilor o gustare de vreme dispărută. Ambele variante combină farmecul pietrei cu rezistența plăcilor de porțelan stucos. Tonuri terestre fine, frumoase striuri și un joc tridimensional de lumină și umbră dau aceste plăci o textură plină de farmec și eleganță.",ceramice,Stone Effect,Pietra Tiburtina,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11 PTV>36, Matt, Rigata, Smooth",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
945,Campidoglio Vein,"Patrimoniul italian de valoare prețioasă, plin de farmec și istorie, vine la viață în plăcile de porțelan stucos din noua colecție Pietra Tiburtina, atingând perfectul echilibru între design, meșteșug, creativitate și inovație.

Fragmente de piatră izvorăsc din peșterile anticilor Tibur pentru a ne duce pe o călătorie prin istorie. Românii antici au folosit travertinul – sau lapis tiburtinus, cum îl numeau ei – ca material decorativ și constructiv. Secole mai târziu, această piatră naturală a păstrat potențialul nelimitat, inspirând artiști și arhitecți de toate epocile.

Colecția Pietra Tiburtina a Casalgrande Padana vine în două variante: una cu secțiuni longitudinale de calcar, care evidențiază straturile de piatră, și alta cu secțiuni transversale, cu finisaj vechi disponibil, care subliniază efectele subtile și dă plăcilor o gustare de vreme dispărută. Ambele variante combină farmecul pietrei cu rezistența plăcilor de porțelan stucos. Tonuri terestre fine, frumoase striuri și un joc tridimensional de lumină și umbră dau aceste plăci o textură plină de farmec și eleganță.",ceramice,Stone Effect,Pietra Tiburtina,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11 PTV>36, Matt, Rigata, Smooth",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
946,Campidoglio Cross,"Patrimoniul italian de valoare prețioasă, plin de farmec și istorie, vine la viață în plăcile de porțelan stucos din noua colecție Pietra Tiburtina, atingând perfectul echilibru între design, meșteșug, creativitate și inovație.

Fragmente de piatră izvorăsc din peșterile anticilor Tibur pentru a ne duce pe o călătorie prin istorie. Românii antici au folosit travertinul – sau lapis tiburtinus, cum îl numeau ei – ca material decorativ și constructiv. Secole mai târziu, această piatră naturală a păstrat potențialul nelimitat, inspirând artiști și arhitecți de toate epocile.

Colecția Pietra Tiburtina a Casalgrande Padana vine în două variante: una cu secțiuni longitudinale de calcar, care evidențiază straturile de piatră, și alta cu secțiuni transversale, cu finisaj vechi disponibil, care subliniază efectele subtile și dă plăcilor o gustare de vreme dispărută. Ambele variante combină farmecul pietrei cu rezistența plăcilor de porțelan stucos. Tonuri terestre fine, frumoase striuri și un joc tridimensional de lumină și umbră dau aceste plăci o textură plină de farmec și eleganță.",ceramice,Stone Effect,Pietra Tiburtina,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11 PTV>36, Matt, Rigata, Smooth",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
947,Celio Vein,"Patrimoniul italian de valoare prețioasă, plin de farmec și istorie, vine la viață în plăcile de porțelan stucos din noua colecție Pietra Tiburtina, atingând perfectul echilibru între design, meșteșug, creativitate și inovație.

Fragmente de piatră izvorăsc din peșterile anticilor Tibur pentru a ne duce pe o călătorie prin istorie. Românii antici au folosit travertinul – sau lapis tiburtinus, cum îl numeau ei – ca material decorativ și constructiv. Secole mai târziu, această piatră naturală a păstrat potențialul nelimitat, inspirând artiști și arhitecți de toate epocile.

Colecția Pietra Tiburtina a Casalgrande Padana vine în două variante: una cu secțiuni longitudinale de calcar, care evidențiază straturile de piatră, și alta cu secțiuni transversale, cu finisaj vechi disponibil, care subliniază efectele subtile și dă plăcilor o gustare de vreme dispărută. Ambele variante combină farmecul pietrei cu rezistența plăcilor de porțelan stucos. Tonuri terestre fine, frumoase striuri și un joc tridimensional de lumină și umbră dau aceste plăci o textură plină de farmec și eleganță.",ceramice,Stone Effect,Pietra Tiburtina,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11 PTV>36, Matt, Rigata, Smooth",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
948,Celio Anticata Cross,"Patrimoniul italian de valoare prețioasă, plin de farmec și istorie, vine la viață în plăcile de porțelan stucos din noua colecție Pietra Tiburtina, atingând perfectul echilibru între design, meșteșug, creativitate și inovație.

Fragmente de piatră izvorăsc din peșterile anticilor Tibur pentru a ne duce pe o călătorie prin istorie. Românii antici au folosit travertinul – sau lapis tiburtinus, cum îl numeau ei – ca material decorativ și constructiv. Secole mai târziu, această piatră naturală a păstrat potențialul nelimitat, inspirând artiști și arhitecți de toate epocile.

Colecția Pietra Tiburtina a Casalgrande Padana vine în două variante: una cu secțiuni longitudinale de calcar, care evidențiază straturile de piatră, și alta cu secțiuni transversale, cu finisaj vechi disponibil, care subliniază efectele subtile și dă plăcilor o gustare de vreme dispărută. Ambele variante combină farmecul pietrei cu rezistența plăcilor de porțelan stucos. Tonuri terestre fine, frumoase striuri și un joc tridimensional de lumină și umbră dau aceste plăci o textură plină de farmec și eleganță.",ceramice,Stone Effect,Pietra Tiburtina,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11 PTV>36, Matt, Rigata, Smooth",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
949,Palatino Cross,"Patrimoniul italian de valoare prețioasă, plin de farmec și istorie, vine la viață în plăcile de porțelan stucos din noua colecție Pietra Tiburtina, atingând perfectul echilibru între design, meșteșug, creativitate și inovație.

Fragmente de piatră izvorăsc din peșterile anticilor Tibur pentru a ne duce pe o călătorie prin istorie. Românii antici au folosit travertinul – sau lapis tiburtinus, cum îl numeau ei – ca material decorativ și constructiv. Secole mai târziu, această piatră naturală a păstrat potențialul nelimitat, inspirând artiști și arhitecți de toate epocile.

Colecția Pietra Tiburtina a Casalgrande Padana vine în două variante: una cu secțiuni longitudinale de calcar, care evidențiază straturile de piatră, și alta cu secțiuni transversale, cu finisaj vechi disponibil, care subliniază efectele subtile și dă plăcilor o gustare de vreme dispărută. Ambele variante combină farmecul pietrei cu rezistența plăcilor de porțelan stucos. Tonuri terestre fine, frumoase striuri și un joc tridimensional de lumină și umbră dau aceste plăci o textură plină de farmec și eleganță.",ceramice,Stone Effect,Pietra Tiburtina,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11 PTV>36, Matt, Rigata, Smooth",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
950,Palatino Vein,"Patrimoniul italian de valoare prețioasă, plin de farmec și istorie, vine la viață în plăcile de porțelan stucos din noua colecție Pietra Tiburtina, atingând perfectul echilibru între design, meșteșug, creativitate și inovație.

Fragmente de piatră izvorăsc din peșterile anticilor Tibur pentru a ne duce pe o călătorie prin istorie. Românii antici au folosit travertinul – sau lapis tiburtinus, cum îl numeau ei – ca material decorativ și constructiv. Secole mai târziu, această piatră naturală a păstrat potențialul nelimitat, inspirând artiști și arhitecți de toate epocile.

Colecția Pietra Tiburtina a Casalgrande Padana vine în două variante: una cu secțiuni longitudinale de calcar, care evidențiază straturile de piatră, și alta cu secțiuni transversale, cu finisaj vechi disponibil, care subliniază efectele subtile și dă plăcilor o gustare de vreme dispărută. Ambele variante combină farmecul pietrei cu rezistența plăcilor de porțelan stucos. Tonuri terestre fine, frumoase striuri și un joc tridimensional de lumină și umbră dau aceste plăci o textură plină de farmec și eleganță.",ceramice,Stone Effect,Pietra Tiburtina,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11 PTV>36, Matt, Rigata, Smooth",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
951,Supreme Dark,"Plăcile Supreme rezultă din cercetările Casalgrande Padana. Ele se inspiră din cristalizarea sării de rocă, replicându-i culorile, consistența și strălucirea. Mărturiile naturale deosebit de prețioase din roci sedimentare din toată lumea sunt recreate în plăcile porțelanate din noua colecție Supreme. O călătorie fascinantă spre centrul Pământului pentru a descoperi culorile și caracteristicile tactile ale cristalei de rocă, un element folosit de la vechiul timp pentru beneficiile sale.",ceramice,Stone Effect,Supreme,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11, Lucida, Natural R 10 A+B",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
952,Supreme Sand,"Plăcile Supreme rezultă din cercetările Casalgrande Padana. Ele se inspiră din cristalizarea sării de rocă, replicându-i culorile, consistența și strălucirea. Mărturiile naturale deosebit de prețioase din roci sedimentare din toată lumea sunt recreate în plăcile porțelanate din noua colecție Supreme. O călătorie fascinantă spre centrul Pământului pentru a descoperi culorile și caracteristicile tactile ale cristalei de rocă, un element folosit de la vechiul timp pentru beneficiile sale.",ceramice,Stone Effect,Supreme,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11, Lucida, Natural R 10 A+B",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
953,Supreme Taupe,"Plăcile Supreme rezultă din cercetările Casalgrande Padana. Ele se inspiră din cristalizarea sării de rocă, replicându-i culorile, consistența și strălucirea. Mărturiile naturale deosebit de prețioase din roci sedimentare din toată lumea sunt recreate în plăcile porțelanate din noua colecție Supreme. O călătorie fascinantă spre centrul Pământului pentru a descoperi culorile și caracteristicile tactile ale cristalei de rocă, un element folosit de la vechiul timp pentru beneficiile sale.",ceramice,Stone Effect,Supreme,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11, Lucida, Natural R 10 A+B",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
954,Mosaico Listelli Supreme,"26,5x56 cm - 10 3/8”x22”

Pe net

Plăcile Supreme rezultă din cercetările Casalgrande Padana. Ele se inspiră din cristalizarea sării de rocă, replicându-i culorile, consistența și strălucirea. Mărturiile naturale deosebit de prețioase din roci sedimentare din toată lumea sunt recreate în plăcile porțelanate din noua colecție Supreme. O călătorie fascinantă spre centrul Pământului pentru a descoperi culorile și caracteristicile tactile ale cristalei de rocă, un element folosit de la vechiul timp pentru beneficiile sale.",ceramice,Stone Effect,Supreme,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11, Lucida, Natural R 10 A+B",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
955,Era Bianca,"Colectia Era rezultă din cercetări estetice continue și tehnologii avansate și este cea mai recentă adăugare a Casalgrande Padana în gama de plăci ceramice cu efect de piatră. Aceste plăci moderne combină farmecul natural al pietrei și caracteristicile tehnice remarcabile ale plăcilor ceramice, ridicând potențialul lor de aplicare. Veiozitatea neuniformă, efectele nuvolato armonioase, culorile delicate și jocul luminii și umbrei subliniază aceste plăci prin culoare și calitatea tactilă plăcută a materialului lor de referință.",ceramice,Stone Effect,Era,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11, Natural R 10 A+B",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
956,Era Grigia,"Colectia Era rezultă din cercetări estetice continue și tehnologii avansate și este cea mai recentă adăugare a Casalgrande Padana în gama de plăci ceramice cu efect de piatră. Aceste plăci moderne combină farmecul natural al pietrei și caracteristicile tehnice remarcabile ale plăcilor ceramice, ridicând potențialul lor de aplicare. Veiozitatea neuniformă, efectele nuvolato armonioase, culorile delicate și jocul luminii și umbrei subliniază aceste plăci prin culoare și calitatea tactilă plăcută a materialului lor de referință.",ceramice,Stone Effect,Era,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11, Natural R 10 A+B",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
